Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Monthly_Balance,Credit_Score
42,147808,12152,6,6,14.41,2,39,0,21012,38.15,10,4917,78493,Standard
22,33924,3074,2,6,15.22,5,32,11,28163,39.1,19,1068,87122,Poor
30,69950,6390,6,2,24.1,1,36,13,70643,70.97,28,28786,70174,Poor
24,99574,8264,6,8,11.34,1,53,9,31985,34.58,26,25154,48443,Standard
35,79745,6289,6,2,18.86,3,46,13,47432,12.17,18,16568,11019,Poor
44,105633,8793,5,4,13.98,3,14,4,70466,27.04,30,13356,89356,Standard
58,107281,8222,5,5,20.92,2,20,3,10683,41.77,17,4862,76499,Standard
52,102920,9381,2,3,22.53,0,10,3,54870,28.7,18,23310,62585,Standard
27,36567,3827,1,7,5.48,1,4,4,67488,83.02,30,12717,56359,Poor
43,36705,2881,6,4,19.24,0,21,10,77526,59.79,4,23664,6929,Poor
25,116829,10620,3,8,23.21,5,28,13,37917,73.19,23,4410,97133,Poor
32,114857,10139,5,2,8.05,0,37,11,59444,39.14,15,5790,67672,Standard
58,56608,5651,1,4,10.95,2,3,13,37389,34.05,11,24815,24385,Standard
30,25496,2791,6,4,13.61,2,36,10,13037,36.26,6,3884,38728,Standard
38,83784,6880,2,3,10.77,2,38,3,30366,64.98,5,3144,28111,Poor
56,129941,10869,2,1,16.97,0,57,6,873,48.95,27,844,49436,Standard
34,56941,5673,5,7,19.64,4,8,14,38658,87.62,23,23144,16720,Poor
49,136507,11260,4,5,6.74,1,17,3,46362,77.33,24,25995,30155,Poor
25,62875,4559,5,6,10.52,5,47,2,41262,85.3,2,14200,14164,Poor
54,61618,4523,5,1,23.98,5,0,7,17940,57.77,28,7215,89257,Standard
33,54771,4526,2,8,21.28,5,31,9,17274,22.87,29,2906,68673,Standard
34,20419,1590,1,8,16.15,1,45,5,5087,42.63,9,20099,50845,Poor
61,96532,7524,6,6,14.68,5,11,9,30394,83.75,22,15894,65254,Poor
61,71407,6174,3,8,10.91,1,7,9,54997,92.24,11,8106,87824,Poor
48,35180,2291,4,6,18.21,2,44,12,16784,74.63,16,27529,65117,Poor
59,74002,6573,2,1,10.82,4,13,13,7969,55.6,11,8572,89472,Poor
41,73900,5959,4,7,12.97,0,17,15,28697,35.59,27,1495,41437,Poor
49,73714,5595,5,3,15.72,5,7,10,16936,59.45,1,23665,3767,Poor
45,31829,3250,6,6,23.24,4,4,1,67980,23.94,18,6502,21577,Standard
55,71842,6746,6,4,10.8,1,58,11,43450,42.21,18,24029,33598,Poor
21,24728,2791,1,2,15.03,3,2,5,37105,32.13,8,20694,91186,Poor
36,24427,1592,6,2,21.26,3,41,12,17195,78.65,29,8847,12130,Poor
25,29684,2506,6,7,5.4,5,53,4,12524,71.23,26,12816,26465,Poor
59,132630,10691,3,7,15.25,0,19,8,60149,23.24,9,21497,76523,Standard
51,69359,5375,4,2,9.45,3,35,8,63353,30.6,23,17472,67400,Poor
36,70123,4878,4,7,24.03,4,45,3,59279,25.17,1,13020,31423,Poor
49,68473,5682,5,2,17.86,2,9,2,12502,55.48,7,28338,65200,Standard
58,52763,3567,2,7,17.33,3,33,7,7724,74.07,9,13495,41823,Poor
42,129356,10087,1,6,18.78,4,26,0,35146,67.14,25,18429,65058,Poor
55,85511,6766,6,4,11.44,5,30,2,13768,43.31,3,12310,17683,Poor
21,41245,3501,6,2,8.32,3,55,3,5119,84.7,16,5594,83072,Poor
54,83857,6274,6,7,12.99,2,7,13,38564,69.79,29,22173,36534,Standard
54,62255,5446,3,3,7.83,4,43,6,48660,51.74,9,15470,61670,Poor
34,142709,11568,6,3,8.28,5,53,15,1287,33.59,6,4926,62668,Standard
25,148054,11348,3,4,8.99,0,34,14,43389,13.52,20,15358,78916,Standard
31,28751,2112,6,4,11.9,0,59,6,35989,30.58,30,28445,56858,Poor
58,115593,9258,3,7,23.69,4,34,6,10154,58.34,4,23942,29369,Poor
38,43373,3152,5,2,7.53,4,37,12,43274,56.81,28,19404,80269,Poor
38,146701,12878,6,8,9.19,0,50,7,28369,13.22,26,20149,20200,Standard
30,41603,3439,1,6,6.56,0,8,14,55758,64.84,11,9914,66585,Poor
28,51558,4443,4,7,20.48,5,30,11,40863,80.48,11,17389,11249,Poor
59,130387,10303,2,5,19.23,3,35,14,64237,67.56,9,22458,16760,Poor
56,137933,11385,6,6,8.56,2,54,14,45349,70.56,7,20217,74373,Poor
33,70129,5610,2,1,8.92,2,33,6,735,57.76,11,3083,49348,Poor
37,85902,8045,1,5,5.67,2,41,15,52205,8.95,23,23077,34166,Standard
38,101955,7613,5,1,22.26,3,38,14,64264,20.64,24,28669,85875,Standard
55,125831,9697,1,6,5.58,5,9,5,17255,12.45,27,27715,16653,Good
24,78114,6814,6,1,11.28,4,17,6,2185,34.94,22,27794,42481,Standard
31,138715,11760,6,6,15.33,5,25,13,8058,10.85,27,24946,66735,Standard
30,115545,9174,1,3,13.87,2,38,6,66252,41.83,21,24472,1422,Poor
40,55882,4804,3,2,11.83,4,53,2,74211,88.72,3,3809,12870,Poor
32,115623,8811,2,6,16.82,0,49,5,1368,24.58,12,15084,11652,Good
36,60341,5742,6,4,19.95,5,8,9,6990,39.14,10,5832,37564,Standard
29,94060,7484,4,4,21.71,2,56,6,23214,93.14,9,22857,58619,Poor
37,32112,2679,3,6,11.98,5,33,14,22344,8.31,27,19176,51551,Poor
30,90510,7706,2,7,11.94,5,50,9,27190,35.8,17,18075,98403,Standard
38,31895,2708,2,5,9.37,2,2,3,67768,64.25,6,15571,19325,Poor
50,96915,7737,3,7,18.17,0,20,3,47039,83.24,1,5201,56234,Poor
51,63871,5011,6,2,8.74,2,19,5,61189,54.21,25,712,58541,Poor
60,79827,6867,5,7,19.62,3,53,7,33105,70.1,20,11071,64249,Poor
64,72579,5662,1,4,20.26,4,6,13,55822,74.67,19,13131,78735,Poor
22,41499,3506,2,5,22.73,5,60,6,74447,72.67,5,21738,44666,Poor
24,147182,11450,3,3,21.03,3,25,5,60370,5.08,5,6566,23553,Poor
40,60308,4189,2,4,22.16,3,5,7,20203,66.62,28,25415,50054,Poor
21,82566,6206,3,2,14.42,5,25,6,61906,65.16,27,15187,93566,Poor
36,120015,10878,1,7,7.57,1,25,10,37118,78.78,24,28596,56652,Poor
59,71622,6061,1,6,14.77,5,37,0,29057,84.7,6,25160,31822,Poor
44,67484,5319,5,1,17.21,3,58,2,30156,17.43,7,1449,28686,Poor
40,77068,5612,3,7,18.08,3,9,9,40775,39.81,27,15750,5564,Standard
37,145634,13091,4,3,8.27,5,33,3,60938,77.56,12,22480,97032,Poor
27,105966,9596,4,1,8.22,1,36,12,59597,6.04,21,21960,53652,Standard
48,121103,9202,3,7,10.17,5,7,14,65806,38.55,16,23331,44917,Standard
55,147371,12027,1,3,24.61,4,48,12,10486,18.53,11,23185,78352,Standard
37,45901,3879,5,8,13.7,3,18,1,15931,83.11,15,12029,7563,Poor
59,109966,8919,3,7,11.75,2,49,0,71139,29.05,10,11694,55664,Standard
22,78559,6210,3,1,16.92,2,46,1,69634,71.48,8,5742,12016,Poor
55,32395,1957,6,3,17.66,3,57,8,45270,92.47,23,20225,32994,Poor
54,94588,7820,1,2,11.53,0,9,3,50058,51.14,24,2580,45272,Standard
61,118207,9468,4,7,5.45,5,16,2,56811,91.86,26,6279,75828,Poor
37,59741,5238,5,4,18.89,0,23,15,28207,73.46,14,9004,98893,Poor
65,122014,9547,3,1,17.09,1,43,9,35740,5.45,7,613,55306,Standard
63,37008,2646,3,8,16.98,5,20,3,29009,25.23,23,10636,29974,Poor
25,100135,7933,6,8,16.76,5,38,10,70969,40.01,30,18273,2647,Poor
42,64642,5040,3,8,8.04,5,31,6,69761,67.8,22,12781,34514,Poor
46,24229,2372,5,2,17.63,4,22,2,27204,72.32,17,12097,40850,Poor
39,118416,9513,4,8,5.59,4,37,5,46088,55.84,14,25065,4068,Poor
39,92933,8267,4,4,12.51,4,8,12,79576,90.39,4,3177,52871,Poor
34,47696,3200,5,5,8.57,1,49,12,72098,41.77,25,7135,55811,Poor
59,56553,4366,3,2,18.28,5,40,10,65838,53.21,13,7376,53948,Poor
52,119198,9883,3,8,8.14,1,25,9,437,52.94,11,24999,61820,Standard
62,42579,3947,1,7,16.6,3,26,13,24756,62.28,20,7346,19162,Poor
60,101254,8467,1,7,23.91,2,39,7,21818,56.24,16,22425,12923,Poor
44,22977,2435,5,7,16.04,1,54,5,60000,38.22,28,7841,23965,Poor
51,142832,12361,2,6,7.65,0,57,0,27132,56.98,15,8029,90610,Poor
59,78150,6007,2,8,15.0,0,51,10,20875,27.04,24,2288,1902,Poor
23,109394,9502,4,8,22.24,0,50,13,34082,84.5,18,3964,94820,Poor
59,104815,8827,6,1,13.77,5,3,9,52218,79.55,24,25190,6230,Standard
44,72354,6496,5,8,13.57,0,6,4,34406,73.21,19,24693,15651,Poor
31,68033,5514,6,6,7.84,1,50,15,27536,28.81,11,21038,91926,Poor
25,80062,7512,6,8,20.05,2,21,9,58284,34.76,15,22923,34806,Standard
57,56083,4890,1,3,7.96,2,1,7,48608,55.72,23,9542,41194,Poor
31,94401,8164,3,8,19.26,5,18,4,16849,18.19,10,28152,51361,Standard
37,103461,8087,1,4,16.66,1,37,0,34002,37.77,17,24427,68740,Standard
46,82517,7142,2,6,17.88,4,54,10,68594,38.69,28,15900,85984,Standard
31,134135,11252,4,3,14.68,3,0,2,44874,25.23,7,7350,20672,Standard
38,99775,8907,6,2,18.0,2,31,14,74633,87.14,30,399,98813,Poor
54,137720,10943,6,4,12.27,0,25,3,43190,50.67,9,18130,71091,Poor
55,134375,10359,1,8,16.33,1,15,8,23944,67.07,21,28099,33124,Poor
35,110392,9668,4,3,5.8,4,17,8,11974,71.88,24,27220,9345,Standard
29,88492,6994,1,4,9.55,4,48,15,60852,13.84,29,25605,7695,Standard
41,123548,10593,1,4,14.57,3,5,15,25873,13.99,19,7044,79419,Standard
52,59316,5108,1,7,22.22,0,46,14,25532,58.0,21,20133,60802,Poor
21,52997,4961,4,5,14.85,1,21,15,67397,30.54,21,9818,35629,Poor
55,52639,4084,3,5,17.52,0,48,5,63908,5.59,29,16696,62670,Poor
52,41381,2814,1,7,18.46,0,59,14,44883,62.41,18,26953,24941,Poor
33,122077,9395,2,4,11.14,2,20,15,13489,66.63,30,19972,28563,Standard
57,108065,8321,3,3,8.84,3,50,5,20701,59.91,6,10671,68694,Poor
51,105654,9023,4,5,9.57,2,30,9,48600,18.05,11,23812,47390,Standard
41,78944,6208,4,7,20.25,0,48,12,7249,92.18,12,21161,19340,Poor
50,120538,9605,1,4,9.17,5,16,9,48952,7.13,14,25916,51122,Standard
41,93147,7908,6,4,20.95,4,32,14,35908,14.62,8,5256,43661,Poor
51,143403,12427,5,8,24.04,0,49,12,63837,27.49,20,19205,50154,Standard
24,33295,1888,6,6,10.52,2,28,9,14553,47.47,29,24570,10697,Poor
41,148080,12927,6,7,21.49,1,37,9,75246,23.0,3,14360,33142,Standard
41,95069,8041,6,5,16.13,2,44,0,18411,74.49,3,28531,92652,Standard
41,145462,12868,3,8,19.95,1,11,10,61384,25.49,12,10912,27081,Standard
64,147328,12718,3,5,17.07,0,8,3,53841,43.46,26,15936,7295,Standard
54,27901,3194,5,6,5.32,3,2,10,70622,49.28,19,10936,84148,Poor
25,116263,8842,5,2,24.48,0,34,5,67305,81.17,3,18806,62400,Poor
60,105219,8158,1,7,21.36,3,28,4,43310,11.57,21,18848,45539,Standard
50,89168,8029,6,7,22.79,3,36,9,832,61.13,13,618,2119,Standard
35,62255,5061,2,5,22.11,4,43,10,69778,46.2,22,6564,76292,Poor
43,137079,12225,6,3,8.78,1,13,9,23800,14.08,18,19723,6171,Standard
29,90788,7278,1,6,22.41,1,42,6,26437,32.26,14,8882,31537,Standard
34,121232,9829,1,3,22.55,3,7,12,3332,44.96,24,27990,97981,Standard
34,69861,4921,4,8,12.98,1,49,12,77360,78.3,3,5737,67414,Poor
58,114964,9637,1,3,20.13,0,60,15,79278,37.26,11,13602,26032,Standard
34,149125,11612,5,6,14.56,4,7,14,2116,5.65,26,13763,53469,Good
27,66488,5278,3,2,13.68,5,19,7,11069,63.54,26,12769,62782,Poor
22,144689,13031,3,6,5.91,1,11,0,16770,51.68,5,22776,62579,Standard
23,28019,2555,2,5,12.43,3,52,5,54950,20.52,30,16993,20841,Poor
63,43804,3397,1,3,5.6,1,19,12,48913,86.81,9,20378,43083,Poor
22,122664,9274,3,1,22.78,0,47,4,53432,9.18,13,24985,79447,Standard
54,42248,2843,1,1,11.97,1,5,13,8693,15.12,16,15218,55404,Good
55,77726,5752,5,1,11.23,3,57,8,16803,34.06,18,11979,81427,Standard
63,113888,8687,4,8,19.97,4,12,4,28745,51.33,26,4672,30563,Poor
63,30772,3086,1,7,10.65,4,6,7,29651,27.56,24,21606,40466,Standard
42,113121,10420,4,5,20.2,1,20,13,49121,64.51,19,24130,5485,Poor
45,102821,7666,2,3,5.29,5,2,7,21218,40.71,1,18746,64016,Poor
51,132417,10738,2,7,14.04,1,29,8,71549,44.59,24,9152,86912,Poor
53,141095,11447,3,3,10.11,3,49,14,12648,65.12,11,25010,69035,Standard
37,28272,2957,3,7,17.85,4,8,3,29769,92.76,27,3641,16765,Poor
56,113414,9056,2,6,11.14,3,35,2,66155,21.44,27,29020,67965,Standard
33,38574,3934,6,4,20.52,1,46,11,68888,59.08,5,18444,70541,Poor
54,26159,2817,5,6,15.79,5,60,5,49082,19.29,22,5427,84218,Poor
61,132583,11314,2,3,15.82,4,27,6,36493,9.4,13,9715,52088,Standard
54,147403,12145,4,8,11.44,5,60,9,46,11.74,23,18211,88571,Standard
40,47361,4836,6,2,6.18,3,8,4,63036,79.02,25,26443,32780,Poor
46,123063,9581,6,7,12.82,1,15,11,9244,25.37,9,4601,53617,Standard
28,115155,10110,5,3,9.12,1,43,8,42922,5.97,4,17059,41784,Standard
54,33449,3367,6,8,9.64,3,19,3,70943,71.86,15,5035,10227,Poor
42,134718,10783,1,7,21.76,2,7,14,55824,57.65,29,23257,91628,Standard
52,119412,9547,2,2,6.77,5,38,11,31626,83.24,22,16204,92959,Poor
48,75269,5388,6,2,22.3,2,53,8,32986,62.62,11,13750,88422,Poor
37,148855,12134,1,1,7.02,3,15,15,29017,58.2,22,8708,14626,Poor
52,93488,8032,5,7,17.13,5,24,1,78861,14.7,27,26004,85237,Standard
27,95448,7148,1,4,12.21,5,45,13,51608,69.65,2,11380,85815,Poor
49,131703,10918,5,1,23.8,5,47,13,3360,24.44,6,791,83643,Standard
42,32950,2343,4,1,19.58,2,22,11,46186,92.62,8,9064,59459,Poor
24,62534,5149,6,5,20.37,1,13,10,52601,72.8,25,26721,23551,Poor
52,132282,10205,3,6,17.33,5,51,7,41488,79.58,4,29955,95626,Poor
26,103814,8482,3,8,17.79,3,12,8,63627,36.55,26,14344,48377,Standard
31,145738,11489,3,1,7.23,4,19,9,73389,53.44,13,20266,92178,Poor
25,46033,3027,1,7,22.04,1,45,10,69838,36.84,5,12623,14582,Poor
39,100402,8533,1,6,24.99,3,52,1,32231,54.32,22,8971,4454,Poor
52,49421,4824,6,4,9.91,1,28,6,19054,6.12,8,680,81244,Standard
51,129829,10717,4,4,13.25,4,37,12,75426,84.97,13,24470,35274,Poor
44,125306,11083,3,7,12.4,1,20,11,10097,91.23,5,10540,93069,Standard
36,124275,10458,5,3,6.93,4,45,15,70170,33.21,26,27075,80179,Standard
35,114385,9245,6,4,14.31,4,53,1,60324,60.69,16,19367,58171,Poor
25,144933,11427,1,8,16.18,0,57,11,62472,83.08,5,2089,90392,Poor
43,28573,3336,6,5,16.4,5,1,15,56469,68.38,5,12984,29207,Poor
63,79259,6238,5,5,11.61,4,51,13,18904,73.97,22,19230,42216,Poor
21,147256,12519,1,6,16.75,0,39,2,69438,42.23,6,24004,26509,Poor
36,148421,12599,2,3,5.59,3,46,3,43488,13.02,13,18808,92872,Standard
64,70783,6546,4,7,18.93,1,54,10,23984,13.63,12,5813,93702,Poor
48,135220,10784,4,2,8.69,3,12,7,46032,93.71,21,2672,45527,Poor
49,118541,9070,5,5,5.41,4,3,1,48909,13.59,1,17338,2648,Standard
21,62842,5023,3,1,21.0,4,36,11,9094,91.01,7,20856,82378,Poor
52,43827,3748,2,6,6.94,5,58,4,78606,38.68,6,29210,58763,Poor
32,86496,6512,4,1,17.44,4,56,3,40850,89.15,4,11437,90526,Poor
32,97346,8173,2,2,14.95,4,9,10,59594,88.57,18,27255,51966,Standard
49,143733,11215,6,2,11.77,2,9,7,64325,21.95,13,1362,47965,Good
24,140141,12564,4,2,21.96,0,42,10,69119,55.67,23,17430,69376,Poor
46,119211,10052,6,4,10.65,1,28,6,38398,89.98,14,13246,58034,Poor
45,30798,2570,1,8,7.09,4,30,12,40094,49.79,26,25255,38643,Poor
64,111606,8412,5,1,8.76,0,19,5,41111,71.53,18,916,7187,Poor
40,70449,5255,3,1,21.47,5,55,13,66633,52.16,6,16670,49604,Poor
64,111643,8394,2,2,14.14,1,57,7,41983,11.57,7,16229,28097,Standard
57,103941,8916,1,1,23.44,1,57,3,38068,5.43,8,21613,44352,Standard
32,149379,12246,2,6,23.35,3,2,4,18568,58.89,20,21906,34840,Standard
48,109180,9266,6,5,9.1,5,47,8,53635,67.13,14,26986,55216,Poor
45,56449,5429,2,8,10.07,0,40,12,5478,67.64,15,4223,87895,Poor
65,49225,3246,6,2,7.31,3,4,5,70377,34.46,24,8404,90247,Standard
65,72193,5599,5,5,10.69,4,16,3,15650,40.54,29,28967,27493,Poor
26,92712,8459,4,4,7.54,0,30,15,14331,15.03,2,27298,51864,Standard
32,30958,3140,6,2,9.84,4,23,14,18711,44.78,25,1345,87884,Poor
53,120504,11037,2,4,19.5,0,36,0,20016,35.72,9,5751,46890,Standard
50,46299,4704,6,1,12.83,1,60,9,66269,10.73,6,20552,26472,Poor
42,106246,9329,4,1,22.43,0,53,7,78860,52.57,18,5278,19790,Poor
56,146376,11848,1,2,18.7,3,33,0,22271,70.17,11,12136,6037,Poor
30,138163,10725,6,4,5.12,0,36,1,50793,74.18,4,28082,30428,Poor
61,24613,2205,5,2,5.4,3,59,12,37023,66.7,13,14734,99050,Poor
36,109506,9129,5,5,11.9,5,29,15,20072,45.88,29,11800,30339,Poor
30,57599,5103,6,3,24.26,3,16,5,48244,71.6,14,26393,40302,Poor
30,25577,2072,4,4,24.75,1,53,11,27276,89.77,14,28954,55752,Poor
50,116134,9603,4,7,14.27,2,20,12,17447,70.1,7,8061,29437,Standard
33,94499,7272,6,6,23.01,4,55,13,49127,62.96,7,12872,19524,Poor
51,34240,2964,6,8,11.01,4,26,1,26137,24.55,18,29161,21541,Poor
63,70369,6783,5,7,8.61,3,1,6,50589,56.07,6,8956,98776,Poor
64,93841,8395,2,7,16.5,1,9,13,41483,47.17,28,24198,18112,Standard
52,61446,5370,5,1,18.52,0,5,0,1136,87.82,28,1728,44451,Standard
26,61064,5995,3,4,19.87,1,19,2,47571,61.09,11,19118,59538,Poor
51,64383,5805,2,5,11.06,4,10,4,21398,42.37,18,29826,82040,Poor
47,40746,3545,5,8,19.0,2,44,7,14858,64.75,5,29792,59314,Poor
27,119047,9000,2,7,14.46,3,10,0,76831,66.93,27,11874,58794,Poor
58,94961,7285,4,1,24.41,5,36,11,44535,93.9,29,12123,10029,Poor
32,37687,3418,3,7,23.34,0,59,6,42034,31.31,26,25774,11888,Poor
43,99011,8887,4,1,17.44,4,26,5,47869,81.61,7,16823,37732,Poor
54,138525,12418,1,8,11.37,1,3,7,40191,28.68,14,11059,6302,Good
38,118303,10413,6,8,18.19,2,35,1,17124,83.48,30,20452,2399,Standard
57,22518,1495,4,4,23.09,3,24,1,35426,67.72,11,12019,68185,Poor
48,73371,6562,3,3,23.86,5,16,6,64071,30.35,3,29928,59965,Poor
63,31114,3241,6,6,22.23,0,1,4,14031,26.87,6,12235,9514,Standard
30,94961,8554,2,2,22.27,0,46,0,44713,83.31,20,2306,21479,Poor
58,102067,9482,4,6,20.72,0,39,3,7361,68.37,7,24447,11637,Standard
32,32019,3138,1,1,13.66,5,14,6,6553,69.53,13,10499,82979,Poor
54,45249,3744,2,8,17.11,1,30,9,77569,82.85,2,14500,25238,Poor
53,20827,897,2,4,10.27,4,36,6,16254,68.26,3,6166,25516,Poor
41,119127,9393,2,7,17.71,4,18,13,66408,62.65,7,13976,33892,Poor
43,116396,9192,5,1,18.1,5,16,9,21137,10.82,3,16184,46118,Poor
24,101244,8984,4,2,18.48,5,28,0,11564,33.66,25,29965,48379,Standard
65,109270,9345,6,2,16.38,5,53,10,59085,37.23,26,15743,49554,Standard
52,59353,5509,4,6,15.92,5,12,7,76969,20.35,23,11563,54704,Poor
50,135340,11223,3,7,14.27,3,28,4,18623,71.41,13,13749,4208,Standard
29,123319,9924,4,3,12.99,0,27,5,19796,58.36,6,7110,13431,Standard
22,71287,5907,2,5,11.75,0,31,12,20750,32.32,28,18000,37394,Poor
35,44896,3737,5,8,13.66,1,31,1,46316,91.53,3,10593,93539,Poor
51,99667,7897,2,4,15.38,3,51,6,54571,49.15,10,20693,21788,Poor
42,102635,8188,6,7,17.23,4,8,9,44708,70.23,26,22561,17794,Standard
44,94098,8828,4,2,5.35,2,26,7,27453,90.01,23,7649,41964,Poor
61,140027,12514,4,5,16.1,4,50,10,25477,86.17,11,25611,83926,Poor
57,147288,13140,2,4,21.27,1,31,15,2542,33.21,29,3132,51350,Good
30,101737,8136,1,8,14.25,5,17,2,58914,40.06,7,25928,37203,Poor
30,67681,6376,1,8,9.93,5,0,10,46683,79.24,16,18411,20152,Poor
38,145392,11771,4,6,17.1,4,12,6,78326,59.46,10,24032,8938,Poor
33,88616,8020,5,5,9.96,3,27,0,39082,28.49,5,9702,4313,Poor
22,105411,9102,4,2,12.37,1,28,12,72779,19.13,15,24853,42168,Standard
27,142801,11460,4,5,8.96,4,29,9,21351,57.78,11,555,17241,Poor
24,133736,10812,5,8,12.38,2,53,12,72106,7.29,14,21178,43452,Standard
46,43330,3278,5,1,17.87,2,36,1,67070,10.03,23,23385,18284,Poor
52,28372,3262,1,3,8.03,4,10,7,12040,72.92,12,11080,11637,Poor
47,65032,5956,1,8,13.01,0,33,13,51903,67.51,18,26963,12727,Poor
34,78785,5890,1,5,9.55,0,41,0,6879,62.86,23,7389,63743,Poor
23,25528,1575,2,3,24.09,1,32,10,42329,39.88,21,21963,52879,Poor
22,86879,7806,3,8,5.47,5,44,13,72093,11.12,7,19322,5719,Poor
34,50081,4366,4,1,11.99,0,37,11,66735,85.87,6,13014,28889,Poor
30,90284,6538,6,5,10.31,2,32,12,20953,80.13,25,19910,34590,Poor
42,45660,3474,3,7,7.38,2,28,0,58398,59.3,21,22015,68083,Poor
46,46816,3279,1,1,12.75,0,47,6,26233,73.38,24,24486,40139,Poor
65,108369,8468,5,5,12.22,0,41,7,74297,85.12,27,8268,29417,Poor
53,23121,1560,1,4,21.59,2,13,15,50930,69.8,15,12804,79880,Poor
31,140693,11730,4,5,20.9,5,54,7,10180,60.47,29,8,5089,Standard
60,26557,2968,1,5,23.6,2,28,12,74463,91.51,4,1754,49241,Poor
34,104642,8110,4,6,6.52,3,41,0,38989,74.34,29,3934,40590,Poor
30,54435,4471,2,2,23.39,5,60,0,62456,20.71,4,2821,96002,Poor
36,79669,7420,5,5,10.4,5,36,15,8294,70.83,5,7060,9540,Poor
46,108869,8844,1,1,14.95,3,26,5,1739,56.91,2,21515,9258,Poor
38,113048,8996,6,8,9.05,2,1,8,24650,26.13,15,26553,1255,Good
62,25783,2936,5,7,16.18,5,31,7,6198,30.79,3,19596,49142,Poor
50,127572,10598,5,3,12.47,2,46,4,42036,71.17,12,13336,23801,Poor
58,72662,5817,4,6,20.35,1,52,15,71076,41.7,14,2832,79925,Poor
37,135968,10611,3,6,17.91,3,48,5,5604,35.91,30,28171,82928,Standard
30,98484,7906,5,3,22.02,4,8,6,51950,12.36,14,28859,15664,Standard
53,91302,6693,5,2,16.51,2,59,5,29724,66.56,26,10973,65117,Poor
28,62662,5719,3,7,15.46,3,14,11,53477,66.9,4,7399,84947,Poor
62,79461,5939,6,4,19.32,4,51,3,64907,17.99,3,22771,41180,Poor
36,119064,9753,3,4,15.84,0,60,6,3080,6.46,10,3967,28143,Standard
32,128482,11295,6,2,6.34,3,60,3,55301,90.04,22,13205,2385,Poor
65,98323,7807,3,7,12.5,2,27,15,77769,8.77,16,1032,66535,Standard
41,66071,4568,3,8,22.22,3,48,3,55404,66.97,20,28856,47013,Poor
64,84265,6077,4,1,24.26,0,30,8,71268,13.28,8,23733,94796,Standard
61,140889,10932,4,7,19.98,1,38,15,4501,34.06,18,25466,93279,Good
49,48384,4288,4,2,5.21,1,37,0,66361,45.0,17,5938,61709,Poor
38,111374,9438,4,1,10.06,0,44,15,22795,86.2,10,27969,22331,Poor
23,58048,5068,3,7,7.19,1,53,2,26099,48.39,8,186,51764,Poor
62,138673,10917,4,1,11.05,1,21,15,29980,69.24,26,22963,16216,Poor
27,41552,2747,2,1,13.76,2,50,13,2691,68.76,29,22734,49272,Poor
61,91235,6819,4,8,5.67,3,35,13,8773,10.87,9,28763,88123,Standard
43,82210,6671,5,4,23.13,1,7,0,21233,12.77,6,21778,26757,Standard
49,106489,8992,3,5,14.56,5,11,13,15184,55.37,8,6633,20318,Poor
40,37460,3650,6,7,5.22,0,32,0,14778,52.21,9,19188,70536,Poor
21,59759,5782,2,6,23.41,3,51,6,24728,64.76,16,15687,29065,Poor
27,42599,3343,5,2,7.92,1,54,4,8912,47.99,3,18551,22591,Poor
36,102174,9056,4,6,23.75,2,26,1,56606,8.86,11,25579,52724,Standard
22,45245,4145,6,6,12.82,4,53,7,16688,48.14,26,16696,54284,Poor
62,134277,11736,6,3,9.83,4,18,15,9837,43.95,1,13674,9694,Poor
56,31120,3035,2,1,12.39,3,17,14,44758,32.31,18,19834,43872,Poor
40,132116,11951,4,8,12.72,5,37,4,61515,35.34,23,16045,45880,Standard
55,87763,7575,6,2,10.03,2,59,8,37872,58.5,8,10258,43488,Poor
36,94188,7240,3,5,8.84,2,33,13,36506,28.75,14,21944,87391,Standard
33,120704,10313,2,5,8.8,5,23,10,26799,76.82,19,17043,23729,Poor
28,114973,10061,3,4,9.11,5,53,10,23996,84.85,26,16284,50151,Poor
36,71331,5935,6,5,23.65,3,34,10,19181,27.93,3,8275,17309,Poor
45,126576,10675,4,1,6.33,2,59,15,59606,89.13,18,19122,37318,Poor
53,94377,7725,2,5,6.02,3,40,15,78023,14.73,14,12677,42044,Standard
28,38314,2562,1,6,20.2,0,2,2,36353,14.67,18,8795,17701,Standard
27,141339,12299,6,7,9.1,5,36,1,1291,15.03,20,23578,37329,Standard
39,76335,5853,2,4,17.37,4,48,8,72432,36.82,8,4971,4008,Poor
56,96561,7694,2,3,21.11,3,13,0,21023,13.21,24,20123,36353,Standard
52,36326,2222,2,7,9.42,3,39,5,22746,87.59,9,3518,1415,Poor
36,107970,8628,4,7,13.92,1,6,2,53547,69.12,15,4927,97883,Standard
45,131488,11216,4,1,15.83,2,13,15,57232,76.06,17,11216,43215,Poor
22,85409,7156,5,7,21.76,4,13,11,18941,68.31,20,27424,92610,Standard
64,69501,5135,4,4,9.36,2,25,8,32606,69.34,29,7565,50734,Poor
59,135045,11214,1,4,17.91,0,28,0,50969,56.45,12,12483,3686,Poor
52,77185,6915,4,7,6.79,2,22,7,35274,37.99,9,15680,21722,Poor
31,48722,4808,5,4,21.92,3,23,1,29960,13.1,30,5202,13108,Poor
